fecha,positivoACOMAYO,positivo_rapidaACOMAYO,positivo_molecularACOMAYO,muestraACOMAYO,muestra_rapidaACOMAYO,muestra_molecularACOMAYO,sintomaticosACOMAYO,defuncionesACOMAYO,inicioACOMAYO,inicio_molecularACOMAYO,inicio_rapidaACOMAYO,recuperadoACOMAYO,posiACOMAYO,posi_rapidaACOMAYO,posi_molecularACOMAYO,positivoANTA,positivo_rapidaANTA,positivo_molecularANTA,muestraANTA,muestra_rapidaANTA,muestra_molecularANTA,sintomaticosANTA,defuncionesANTA,inicioANTA,inicio_molecularANTA,inicio_rapidaANTA,recuperadoANTA,posiANTA,posi_rapidaANTA,posi_molecularANTA,positivoCALCA,positivo_rapidaCALCA,positivo_molecularCALCA,muestraCALCA,muestra_rapidaCALCA,muestra_molecularCALCA,sintomaticosCALCA,defuncionesCALCA,inicioCALCA,inicio_molecularCALCA,inicio_rapidaCALCA,recuperadoCALCA,posiCALCA,posi_rapidaCALCA,posi_molecularCALCA,positivoCANAS,positivo_rapidaCANAS,positivo_molecularCANAS,muestraCANAS,muestra_rapidaCANAS,muestra_molecularCANAS,sintomaticosCANAS,defuncionesCANAS,inicioCANAS,inicio_molecularCANAS,inicio_rapidaCANAS,recuperadoCANAS,posiCANAS,posi_rapidaCANAS,posi_molecularCANAS,positivoCANCHIS,positivo_rapidaCANCHIS,positivo_molecularCANCHIS,muestraCANCHIS,muestra_rapidaCANCHIS,muestra_molecularCANCHIS,sintomaticosCANCHIS,defuncionesCANCHIS,inicioCANCHIS,inicio_molecularCANCHIS,inicio_rapidaCANCHIS,recuperadoCANCHIS,posiCANCHIS,posi_rapidaCANCHIS,posi_molecularCANCHIS,positivoCHUMBIVILCAS,positivo_rapidaCHUMBIVILCAS,positivo_molecularCHUMBIVILCAS,muestraCHUMBIVILCAS,muestra_rapidaCHUMBIVILCAS,muestra_molecularCHUMBIVILCAS,sintomaticosCHUMBIVILCAS,defuncionesCHUMBIVILCAS,inicioCHUMBIVILCAS,inicio_molecularCHUMBIVILCAS,inicio_rapidaCHUMBIVILCAS,recuperadoCHUMBIVILCAS,posiCHUMBIVILCAS,posi_rapidaCHUMBIVILCAS,posi_molecularCHUMBIVILCAS,positivoCUSCO,positivo_rapidaCUSCO,positivo_molecularCUSCO,muestraCUSCO,muestra_rapidaCUSCO,muestra_molecularCUSCO,sintomaticosCUSCO,defuncionesCUSCO,inicioCUSCO,inicio_molecularCUSCO,inicio_rapidaCUSCO,recuperadoCUSCO,posiCUSCO,posi_rapidaCUSCO,posi_molecularCUSCO,positivoESPINAR,positivo_rapidaESPINAR,positivo_molecularESPINAR,muestraESPINAR,muestra_rapidaESPINAR,muestra_molecularESPINAR,sintomaticosESPINAR,defuncionesESPINAR,inicioESPINAR,inicio_molecularESPINAR,inicio_rapidaESPINAR,recuperadoESPINAR,posiESPINAR,posi_rapidaESPINAR,posi_molecularESPINAR,positivoLACONVENCION,positivo_rapidaLACONVENCION,positivo_molecularLACONVENCION,muestraLACONVENCION,muestra_rapidaLACONVENCION,muestra_molecularLACONVENCION,sintomaticosLACONVENCION,defuncionesLACONVENCION,inicioLACONVENCION,inicio_molecularLACONVENCION,inicio_rapidaLACONVENCION,recuperadoLACONVENCION,posiLACONVENCION,posi_rapidaLACONVENCION,posi_molecularLACONVENCION,positivoOTRO,positivo_rapidaOTRO,positivo_molecularOTRO,muestraOTRO,muestra_rapidaOTRO,muestra_molecularOTRO,sintomaticosOTRO,defuncionesOTRO,inicioOTRO,inicio_molecularOTRO,inicio_rapidaOTRO,recuperadoOTRO,posiOTRO,posi_rapidaOTRO,posi_molecularOTRO,positivoPARURO,positivo_rapidaPARURO,positivo_molecularPARURO,muestraPARURO,muestra_rapidaPARURO,muestra_molecularPARURO,sintomaticosPARURO,defuncionesPARURO,inicioPARURO,inicio_molecularPARURO,inicio_rapidaPARURO,recuperadoPARURO,posiPARURO,posi_rapidaPARURO,posi_molecularPARURO,positivoPAUCARTAMBO,positivo_rapidaPAUCARTAMBO,positivo_molecularPAUCARTAMBO,muestraPAUCARTAMBO,muestra_rapidaPAUCARTAMBO,muestra_molecularPAUCARTAMBO,sintomaticosPAUCARTAMBO,defuncionesPAUCARTAMBO,inicioPAUCARTAMBO,inicio_molecularPAUCARTAMBO,inicio_rapidaPAUCARTAMBO,recuperadoPAUCARTAMBO,posiPAUCARTAMBO,posi_rapidaPAUCARTAMBO,posi_molecularPAUCARTAMBO,positivoQUISPICANCHI,positivo_rapidaQUISPICANCHI,positivo_molecularQUISPICANCHI,muestraQUISPICANCHI,muestra_rapidaQUISPICANCHI,muestra_molecularQUISPICANCHI,sintomaticosQUISPICANCHI,defuncionesQUISPICANCHI,inicioQUISPICANCHI,inicio_molecularQUISPICANCHI,inicio_rapidaQUISPICANCHI,recuperadoQUISPICANCHI,posiQUISPICANCHI,posi_rapidaQUISPICANCHI,posi_molecularQUISPICANCHI,positivoURUBAMBA,positivo_rapidaURUBAMBA,positivo_molecularURUBAMBA,muestraURUBAMBA,muestra_rapidaURUBAMBA,muestra_molecularURUBAMBA,sintomaticosURUBAMBA,defuncionesURUBAMBA,inicioURUBAMBA,inicio_molecularURUBAMBA,inicio_rapidaURUBAMBA,recuperadoURUBAMBA,posiURUBAMBA,posi_rapidaURUBAMBA,posi_molecularURUBAMBA
2020-07-12,1,1,0,2,0,0,0,0,0,0,0,,.5,,,0,0,0,23,0,0,0,0,2,1,1,1,0,,,0,0,0,7,0,0,0,0,1,0,0,,0,,,0,0,0,1,0,0,0,0,,,,,0,,,0,0,0,26,0,0,0,0,2,0,0,1,0,,,0,0,0,10,0,0,0,0,,,,,0,,,18,18,0,232,0,0,2,4,73,48,48,21,.077586204,,,4,4,0,23,0,0,0,0,1,0,0,,.17391305,,,12,12,0,118,0,0,0,0,16,7,7,9,.10169491,,,0,0,0,14,0,0,0,0,1,0,0,1,0,,,1,1,0,4,0,0,0,0,1,1,1,1,.25,,,0,0,0,7,0,0,0,0,,,,,0,,,1,1,0,13,0,0,0,0,1,1,1,1,.07692308,,,0,0,0,11,0,0,0,1,0,0,0,1,0,,
2020-07-13,0,0,0,12,0,0,0,0,0,0,0,,0,,,1,1,0,66,0,0,0,0,1,0,0,1,.015151516,,,3,2,1,105,0,1,1,0,,,,4,.028571429,,1,0,0,0,24,0,1,0,0,3,0,0,,0,,0,5,5,0,100,0,0,0,0,4,2,2,6,.050000001,,,2,2,0,21,0,0,0,0,,,,,.095238097,,,150,104,46,1741,0,72,56,1,82,50,50,64,.086157382,,.6388889,2,1,1,244,0,1,0,0,0,0,0,4,.0081967209,,1,81,72,9,362,0,14,12,0,17,12,12,43,.22375691,,.64285713,7,7,0,64,0,0,2,0,4,0,0,6,.109375,,,0,0,0,70,0,0,0,0,0,0,0,1,0,,,1,1,0,70,0,0,0,0,0,0,0,,.014285714,,,2,1,1,103,0,1,1,0,,,,2,.019417476,,1,2,2,0,43,0,0,0,0,,,,2,.046511628,,
2020-07-14,0,0,0,9,0,0,0,0,,,,3,0,,,5,4,1,108,0,2,1,0,0,0,0,3,.046296295,,.5,3,3,0,52,0,0,0,0,1,1,1,2,.057692308,,,0,0,0,25,0,0,0,0,1,0,0,,0,,,6,5,1,95,0,1,2,0,1,0,0,4,.063157894,,1,5,5,0,176,0,0,0,0,1,0,0,,.028409092,,,162,110,52,1704,0,69,64,3,84,37,37,79,.095070422,,.75362319,9,9,0,201,0,0,0,0,2,1,1,2,.044776119,,,92,92,0,422,0,0,7,0,20,8,8,28,.21800947,,,1,1,0,39,0,0,1,0,4,0,0,1,.025641026,,,1,1,0,34,0,0,0,0,,,,2,.029411765,,,4,4,0,41,0,0,0,0,1,1,1,,.097560972,,,10,9,1,115,0,2,1,0,1,0,0,9,.086956523,,.5,5,5,0,54,0,0,0,0,2,1,1,4,.09259259,,
2020-07-15,0,0,0,16,0,0,0,0,,,,,0,,,1,1,0,57,0,0,0,0,2,0,0,3,.01754386,,,2,2,0,55,0,0,0,0,1,1,1,2,.036363635,,,0,0,0,7,0,0,0,0,0,0,0,,0,,,8,8,0,87,0,0,0,0,1,1,1,3,.091954023,,,1,1,0,104,0,1,0,0,1,0,0,,.009615385,,0,191,154,37,2474,0,65,48,4,132,67,67,72,.077202909,,.56923079,2,2,0,151,0,0,0,0,0,0,0,2,.013245033,,,53,34,19,671,0,25,21,0,27,14,14,30,.078986585,,.75999999,6,6,0,54,0,0,2,0,6,0,0,,.11111111,,,2,1,1,13,0,1,1,0,0,0,0,,.15384616,,1,1,1,0,25,0,0,0,0,0,0,0,,.039999999,,,7,6,1,99,0,1,3,0,3,0,0,6,.070707068,,1,2,2,0,56,0,0,0,0,2,0,0,8,.035714287,,
2020-07-16,4,3,1,19,0,1,1,0,0,0,0,,.21052632,,1,5,5,0,55,0,2,0,0,3,2,2,6,.090909094,,0,3,2,1,39,0,1,1,0,,,,,.07692308,,1,1,1,0,20,0,0,0,0,,,,1,.050000001,,,4,4,0,90,0,0,0,0,2,0,0,1,.044444446,,,3,3,0,47,0,0,0,0,1,0,0,1,.063829787,,,191,157,34,1763,0,42,53,5,93,55,55,56,.10833806,,.80952382,4,4,0,236,0,0,0,0,1,1,1,6,.016949153,,,84,84,0,596,0,0,6,1,13,7,7,38,.14093959,,,2,2,0,45,0,0,0,0,2,0,0,2,.044444446,,,2,1,1,45,0,1,1,0,,,,1,.044444446,,1,0,0,0,25,0,0,0,0,1,0,0,1,0,,,18,18,0,191,0,0,1,0,3,1,1,6,.094240837,,,2,1,1,41,0,1,1,0,2,1,1,7,.048780486,,1
2020-07-17,1,1,0,12,0,0,0,0,0,0,0,1,.083333336,,,4,4,0,89,0,0,0,0,1,1,1,4,.044943821,,,4,3,1,44,0,1,1,0,1,1,1,2,.090909094,,1,0,0,0,7,0,0,0,0,1,0,0,,0,,,4,4,0,96,0,0,0,0,7,1,1,3,.041666668,,,0,0,0,39,0,0,0,0,0,0,0,3,0,,,240,187,53,2377,0,67,64,4,120,72,72,102,.10096761,,.79104477,1,1,0,154,0,0,0,0,,,,3,.0064935065,,,68,64,4,604,0,7,7,1,22,12,12,43,.11258278,,.5714286,2,2,0,64,0,0,0,0,2,0,0,2,.03125,,,1,1,0,30,0,0,1,0,0,0,0,,.033333335,,,6,6,0,50,0,0,0,0,0,0,0,1,.12,,,9,8,1,161,0,1,2,0,1,1,1,6,.055900622,,1,5,4,1,56,0,1,1,0,3,2,2,2,.089285716,,1
2020-07-18,1,1,0,18,0,0,0,0,0,0,0,,.055555556,,,7,7,0,74,0,0,0,0,2,2,2,4,.094594598,,,3,2,1,64,0,2,1,0,3,3,3,,.046875,,.5,2,2,0,39,0,0,0,0,1,0,0,,.051282052,,,11,7,4,71,0,5,5,0,6,3,3,7,.15492958,,.80000001,0,0,0,29,0,0,0,0,1,0,0,,0,,,189,128,61,1984,0,104,79,6,141,82,82,83,.095262095,,.58653843,5,5,0,113,0,0,0,0,,,,3,.044247787,,,36,23,13,543,0,22,15,0,20,12,12,23,.066298343,,.59090906,2,2,0,81,0,0,1,0,6,0,0,3,.024691358,,,0,0,0,8,0,1,0,0,,,,,0,,0,0,0,0,37,0,0,0,0,0,0,0,2,0,,,8,8,0,123,0,1,0,0,2,0,0,7,.065040648,,0,3,3,0,58,0,3,0,0,2,1,1,3,.05172414,,0
2020-07-19,0,0,0,21,0,0,0,0,,,,1,0,,,1,1,0,13,0,0,0,0,2,1,1,,.07692308,,,0,0,0,9,0,0,0,0,1,0,0,,0,,,0,0,0,5,0,0,0,1,1,0,0,,0,,,1,1,0,28,0,0,0,0,3,1,1,,.035714287,,,0,0,0,8,0,0,0,0,,,,,0,,,41,41,0,405,0,0,6,3,139,76,76,32,.10123457,,,1,1,0,44,0,0,0,0,1,0,0,4,.022727273,,,9,9,0,79,0,1,1,0,25,18,18,13,.11392405,,0,1,1,0,17,0,0,0,0,3,0,0,,.05882353,,,0,0,0,3,0,0,0,0,,,,1,0,,,0,0,0,9,0,0,0,0,0,0,0,,0,,,1,1,0,13,0,0,1,0,2,0,0,1,.07692308,,,0,0,0,4,0,0,0,0,2,0,0,,0,,
2020-07-20,0,0,0,18,0,0,0,0,,,,,0,,,6,6,0,66,0,0,1,0,4,2,2,2,.090909094,,,3,3,0,46,0,0,0,0,3,2,2,3,.065217391,,,1,1,0,33,0,0,0,0,1,0,0,,.030303031,,,13,13,0,161,0,1,1,0,10,2,2,7,.080745339,,0,0,0,0,24,0,0,0,0,,,,2,0,,,250,210,40,2433,0,53,71,7,242,113,113,116,.1027538,,.75471699,11,11,0,159,0,0,0,0,2,1,1,1,.069182388,,,61,61,0,419,0,0,26,0,37,24,24,70,.14558473,,,3,3,0,54,0,0,0,0,6,0,0,6,.055555556,,,1,1,0,35,0,0,0,0,1,1,1,,.028571429,,,3,3,0,67,0,0,0,0,3,0,0,,.044776119,,,8,8,0,181,0,1,1,0,4,3,3,2,.044198897,,0,4,4,0,44,0,0,0,0,3,0,0,2,.090909094,,
2020-07-21,0,0,0,27,0,0,0,0,,,,1,0,,,6,6,0,177,0,1,1,0,1,1,1,4,.033898305,,0,5,3,2,39,0,3,2,0,1,0,0,3,.12820514,,.66666669,0,0,0,19,0,0,0,0,,,,,0,,,13,13,0,85,0,0,0,0,6,3,3,6,.15294118,,,2,2,0,44,0,0,0,0,2,1,1,2,.045454547,,,278,198,80,2243,0,111,106,4,155,83,83,109,.12394115,,.72072071,6,6,0,83,0,0,0,0,0,0,0,7,.072289154,,,83,41,42,344,0,60,46,0,22,16,16,93,.24127907,,.69999999,8,8,0,67,0,0,1,0,2,0,0,1,.11940298,,,1,1,0,24,0,0,0,0,0,0,0,,.041666668,,,2,2,0,55,0,0,0,0,,,,4,.036363635,,,13,12,1,145,0,5,1,0,7,5,5,7,.089655176,,.2,2,2,0,52,0,0,0,0,3,1,1,2,.03846154,,
2020-07-22,1,1,0,33,0,1,1,0,0,0,0,,.030303031,,0,9,7,2,191,0,2,2,0,4,3,3,4,.047120418,,1,2,1,1,57,0,4,1,0,2,0,0,2,.03508772,,.25,1,1,0,12,0,0,1,0,,,,,.083333336,,,14,11,3,141,0,4,4,0,3,1,1,6,.099290781,,.75,2,2,0,51,0,0,1,0,1,0,0,1,.039215688,,,309,217,92,2324,0,118,130,16,187,100,100,119,.13296041,,.779661,7,6,1,152,0,1,2,0,2,0,0,1,.046052631,,1,50,35,15,294,0,58,21,1,29,22,22,32,.17006803,,.25862068,5,5,0,57,0,0,2,0,4,0,0,6,.087719299,,,0,0,0,18,0,0,0,0,,,,,0,,,2,1,1,47,0,2,1,0,1,0,0,1,.04255319,,.5,15,15,0,180,0,0,0,0,2,2,2,5,.083333336,,,4,4,0,112,0,0,0,1,2,2,2,3,.035714287,,
2020-07-23,0,0,0,7,0,0,0,0,,,,4,0,,,4,4,0,127,0,0,0,0,3,2,2,4,.031496063,,,6,6,0,43,0,0,0,0,0,0,0,4,.13953489,,,5,5,0,13,0,0,3,0,,,,1,.38461539,,,3,3,0,173,0,0,0,0,3,1,1,5,.01734104,,,2,2,0,30,0,0,0,0,1,0,0,4,.06666667,,,294,245,49,2307,0,61,96,8,134,75,75,153,.12743823,,.80327868,2,2,0,117,0,0,0,0,2,0,0,8,.017094018,,,40,40,0,261,0,0,7,0,24,16,16,71,.1532567,,,5,5,0,67,0,0,1,0,1,0,0,2,.074626863,,,1,1,0,23,0,0,0,0,,,,1,.043478262,,,1,1,0,38,0,0,0,0,2,0,0,,.02631579,,,6,6,0,107,0,0,1,1,2,1,1,16,.056074765,,,4,3,1,45,0,1,0,0,3,0,0,1,.088888891,,1
2020-07-24,2,2,0,14,0,0,0,0,,,,1,.14285715,,,15,13,2,171,0,3,3,0,1,1,1,3,.087719299,,.66666669,10,9,1,73,0,1,2,0,2,1,1,5,.1369863,,1,0,0,0,17,0,0,0,0,,,,,0,,,11,10,1,205,0,5,1,0,3,3,3,5,.053658538,,.2,2,2,0,65,0,2,0,0,2,0,0,,.030769231,,0,341,266,75,2686,0,112,118,6,154,88,88,178,.12695459,,.66964287,3,3,0,170,0,0,0,0,0,0,0,3,.01764706,,,58,55,3,612,0,7,9,0,30,22,22,82,.094771244,,.42857143,4,4,0,59,0,0,0,0,1,0,0,3,.06779661,,,2,2,0,17,0,0,0,0,,,,1,.11764706,,,0,0,0,69,0,1,0,0,4,1,1,6,0,,0,10,10,0,181,0,1,1,0,5,2,2,11,.055248618,,0,8,8,0,82,0,1,1,0,2,1,1,3,.097560972,,0
2020-07-25,0,0,0,14,0,0,0,0,,,,,0,,,11,10,1,58,0,2,2,0,0,0,0,8,.18965517,,.5,2,1,1,49,0,3,1,0,1,0,0,2,.040816326,,.33333334,2,2,0,22,0,0,1,0,0,0,0,2,.090909094,,,13,10,3,138,0,6,4,0,3,1,1,9,.094202898,,.5,1,1,0,32,0,1,0,0,1,0,0,1,.03125,,0,331,231,100,2224,0,143,130,12,207,99,99,151,.14883094,,.69930071,6,5,1,32,0,2,1,0,2,0,0,7,.1875,,.5,128,93,35,384,0,74,41,0,32,17,17,27,.33333334,,.47297296,6,6,0,40,0,0,1,0,2,0,0,2,.15000001,,,1,1,0,12,0,2,0,0,1,1,1,,.083333336,,0,3,3,0,34,0,3,2,0,2,0,0,,.088235296,,0,10,9,1,124,0,1,2,0,6,3,3,10,.080645159,,1,9,5,4,59,0,6,5,0,3,3,3,5,.15254237,,.66666669
2020-07-26,0,0,0,1,0,0,0,0,0,0,0,,0,,,4,2,2,41,0,3,3,0,3,0,0,,.097560972,,.66666669,0,0,0,16,0,2,0,0,4,2,2,,0,,0,0,0,0,5,0,0,0,0,1,1,1,,0,,,2,2,0,17,0,0,0,0,9,3,3,1,.11764706,,,0,0,0,3,0,0,0,0,0,0,0,,0,,,191,92,99,792,0,151,118,9,175,95,95,38,.24116161,,.65562916,1,0,1,36,0,1,1,0,1,0,0,1,.027777778,,1,17,15,2,84,0,5,2,0,37,22,22,9,.20238096,,.40000001,2,2,0,17,0,0,1,0,4,0,0,1,.11764706,,,1,1,0,3,0,0,0,0,,,,,.33333334,,,1,1,0,8,0,0,0,0,3,2,2,,.125,,,4,2,2,27,0,4,2,0,6,3,3,1,.14814815,,.5,3,2,1,21,0,1,1,0,2,2,2,,.14285715,,1
2020-07-27,1,1,0,26,0,0,0,0,,,,,.03846154,,,6,6,0,89,0,0,1,0,4,2,2,6,.067415729,,,11,11,0,166,0,0,2,0,3,1,1,2,.066265061,,,0,0,0,9,0,0,0,0,3,1,1,1,0,,,13,12,1,153,0,2,1,0,8,1,1,14,.084967323,,.5,1,1,0,15,0,0,0,0,2,2,2,,.06666667,,,407,354,53,2995,0,80,132,17,273,138,138,208,.13589315,,.66250002,4,4,0,85,0,0,0,0,1,0,0,9,.047058824,,,55,54,1,248,0,3,10,0,26,22,22,72,.22177419,,.33333334,7,7,0,77,0,0,1,0,3,0,0,4,.090909094,,,2,1,1,27,0,1,1,0,2,0,0,1,.074074075,,1,2,2,0,94,0,0,0,0,2,2,2,4,.021276595,,,10,10,0,177,0,0,2,0,8,3,3,8,.056497175,,,13,13,0,90,0,0,1,0,3,2,2,4,.14444445,,
2020-07-28,0,0,0,3,0,0,0,0,1,0,0,,0,,,6,6,0,40,0,0,2,0,2,2,2,6,.15000001,,,6,6,0,108,0,1,0,0,2,0,0,5,.055555556,,0,0,0,0,8,0,0,0,0,1,1,1,,0,,,4,4,0,138,0,0,1,0,10,1,1,14,.028985508,,,4,4,0,20,0,0,1,0,7,0,0,5,.2,,,232,231,1,1262,0,5,32,23,237,103,103,237,.18383518,,.2,6,6,0,69,0,0,0,0,2,0,0,9,.086956523,,,46,28,18,236,0,51,25,0,39,24,24,39,.19491525,,.35294119,14,14,0,67,0,0,2,0,5,0,0,7,.20895523,,,6,6,0,73,0,0,0,0,0,0,0,2,.08219178,,,0,0,0,80,0,0,0,0,0,0,0,2,0,,,9,9,0,64,0,0,1,0,8,5,5,12,.140625,,,3,3,0,86,0,0,1,0,5,1,1,4,.034883723,,
2020-07-29,5,5,0,20,0,0,0,0,0,0,0,1,.25,,,11,8,3,164,0,9,4,0,5,3,3,6,.067073174,,.33333334,6,6,0,58,0,2,2,0,0,0,0,2,.10344828,,0,4,4,0,26,0,0,1,0,2,2,2,1,.15384616,,,12,10,2,216,0,5,3,0,8,3,3,10,.055555556,,.40000001,5,5,0,96,0,0,1,0,3,1,1,2,.052083332,,,511,408,103,2481,0,145,165,12,170,82,82,267,.20596534,,.71034485,8,8,0,168,0,0,0,0,0,0,0,6,.047619049,,,73,34,39,328,0,80,41,0,22,12,12,49,.22256097,,.48750001,11,11,0,82,0,0,2,0,2,0,0,4,.13414635,,,6,6,0,117,0,0,0,0,,,,2,.051282052,,,4,4,0,27,0,0,0,0,2,2,2,1,.14814815,,,22,19,3,167,0,4,5,0,5,1,1,16,.13173653,,.75,8,7,1,98,0,4,2,0,2,0,0,5,.081632651,,.25
2020-07-30,0,0,0,19,0,0,0,1,0,0,0,1,0,,,20,18,2,150,0,2,4,0,5,5,5,4,.13333334,,1,7,7,0,58,0,1,0,0,1,0,0,8,.12068965,,0,1,1,0,16,0,0,1,0,1,0,0,4,.0625,,,13,11,2,260,0,2,3,0,3,1,1,4,.050000001,,1,3,2,1,45,0,2,2,0,2,0,0,1,.06666667,,.5,529,411,118,3092,0,188,187,22,166,83,83,235,.17108667,,.62765956,5,5,0,136,0,0,0,0,3,0,0,2,.036764707,,,66,33,33,296,0,57,37,0,17,10,10,44,.22297297,,.57894737,9,9,0,66,0,0,1,0,3,0,0,4,.13636364,,,2,2,0,74,0,0,0,0,2,2,2,2,.027027028,,,2,1,1,38,0,1,2,0,2,1,1,1,.052631579,,1,23,20,3,178,0,3,6,0,3,2,2,8,.12921348,,1,12,10,2,88,0,2,3,0,3,1,1,3,.13636364,,1
2020-07-31,1,1,0,15,0,1,0,0,1,1,1,2,.06666667,,0,12,11,1,93,0,2,1,0,2,1,1,12,.12903225,,.5,9,7,2,77,0,3,2,0,4,1,1,5,.11688311,,.66666669,8,6,2,35,0,4,3,0,,,,,.22857143,,.5,14,13,1,193,0,2,7,0,10,2,2,7,.07253886,,.5,14,14,0,44,0,0,1,1,1,0,0,2,.31818181,,,508,445,63,3161,0,96,123,30,163,88,88,294,.16070864,,.65625,6,6,0,149,0,0,1,0,2,1,1,3,.040268455,,,103,76,27,858,0,54,36,0,17,11,11,58,.12004662,,.5,9,9,0,88,0,0,2,0,3,0,0,3,.10227273,,,2,2,0,16,0,0,0,0,0,0,0,1,.125,,,8,8,0,47,0,1,2,0,,,,,.17021276,,0,20,14,6,130,0,7,7,0,1,0,0,9,.15384616,,.85714287,7,7,0,148,0,0,0,2,5,2,2,8,.047297299,,
2020-08-01,3,3,0,13,0,0,0,0,,,,1,.23076923,,,40,39,1,149,0,1,1,0,9,2,2,6,.26845637,,1,4,4,0,127,0,0,0,0,5,2,2,2,.031496063,,,5,5,0,72,0,0,0,0,1,0,0,2,.069444448,,,5,5,0,107,0,0,0,1,19,1,1,13,.046728972,,,4,4,0,52,0,0,0,0,8,0,0,1,.07692308,,,431,374,57,2573,0,88,98,27,386,171,171,247,.16750875,,.64772725,12,12,0,85,0,0,2,0,3,0,0,5,.14117648,,,46,46,0,272,0,1,8,0,55,24,24,84,.16911764,,0,14,14,0,58,0,0,3,0,8,0,0,4,.24137931,,,1,0,1,8,0,1,1,0,1,0,0,1,.125,,1,5,5,0,37,0,0,0,0,1,0,0,1,.13513513,,,19,19,0,112,0,0,4,0,11,3,3,9,.16964285,,,4,4,0,70,0,1,1,0,4,0,0,2,.057142857,,0
2020-08-02,1,1,0,3,0,0,0,0,,,,,.33333334,,,2,2,0,13,0,0,0,0,4,4,4,2,.15384616,,,2,2,0,20,0,0,1,1,4,2,2,,.1,,,1,1,0,9,0,0,0,0,1,0,0,,.11111111,,,3,3,0,18,0,0,2,0,8,3,3,2,.16666667,,,2,2,0,6,0,0,2,0,4,0,0,,.33333334,,,150,149,1,687,0,1,45,20,156,64,64,74,.21834061,,1,1,1,0,12,0,0,0,0,1,0,0,,.083333336,,,14,14,0,151,0,0,3,1,22,9,9,19,.092715234,,,3,3,0,28,0,0,0,0,4,0,0,1,.10714286,,,1,1,0,2,0,0,0,0,1,0,0,1,.5,,,1,1,0,7,0,0,1,0,2,1,1,1,.14285715,,,6,6,0,71,0,0,2,0,2,0,0,2,.084507041,,,1,1,0,13,0,0,0,0,5,1,1,,.07692308,,
2020-08-03,2,2,0,17,0,0,1,0,,,,1,.11764706,,,9,7,2,95,0,2,4,0,5,2,2,2,.094736844,,1,12,12,0,160,0,2,2,0,1,0,0,10,.075000003,,0,3,2,1,17,0,1,1,0,2,1,1,,.17647059,,1,24,24,0,244,0,0,2,1,16,4,4,12,.098360658,,,7,6,1,41,0,1,1,0,3,0,0,1,.17073171,,1,702,624,78,3353,0,133,158,15,180,58,58,354,.20936474,,.58646619,20,20,0,187,0,0,0,1,3,0,0,7,.10695187,,,72,52,20,648,0,30,28,1,20,9,9,48,.11111111,,.66666669,14,14,0,101,0,0,1,0,7,0,0,7,.13861386,,,5,4,1,24,0,1,1,0,3,0,0,,.20833333,,1,4,4,0,50,0,0,1,0,1,0,0,1,.079999998,,,15,15,0,256,0,0,0,1,6,1,1,7,.05859375,,,16,13,3,113,0,3,3,0,3,0,0,11,.14159292,,1
2020-08-04,3,3,0,27,0,0,1,0,,,,,.11111111,,,17,15,2,120,0,2,2,1,1,1,1,6,.14166667,,1,12,12,0,58,0,0,1,0,2,0,0,3,.20689656,,,0,0,0,17,0,0,0,0,1,0,0,,0,,,21,17,4,172,0,6,4,0,12,0,0,4,.12209302,,.66666669,1,1,0,32,0,0,0,0,4,0,0,2,.03125,,,674,633,41,3399,0,70,125,19,143,58,58,307,.19829361,,.58571428,13,13,0,173,0,0,0,0,4,0,0,3,.075144507,,,73,72,1,764,0,1,12,0,20,11,11,79,.09554974,,1,19,19,0,77,0,0,6,0,3,0,0,12,.24675325,,,2,2,0,25,0,0,1,0,3,0,0,5,.079999998,,,1,1,0,36,0,0,0,0,0,0,0,,.027777778,,,17,8,9,161,0,9,10,0,7,2,2,10,.10559006,,1,9,9,0,56,0,1,0,1,2,1,1,3,.16071428,,0
2020-08-05,3,3,0,21,0,0,0,0,0,0,0,2,.14285715,,,25,24,1,211,0,3,2,1,4,1,1,7,.11848341,,.33333334,9,7,2,60,0,3,2,0,3,1,1,4,.15000001,,.66666669,2,2,0,17,0,0,0,0,0,0,0,4,.11764706,,,14,14,0,160,0,0,3,0,7,0,0,16,.087499999,,,6,4,2,51,0,5,4,0,4,0,0,3,.11764706,,.40000001,632,496,136,2739,0,178,220,13,189,61,61,443,.23074114,,.76404494,10,10,0,114,0,1,0,1,0,0,0,7,.087719299,,0,69,65,4,471,0,8,32,0,27,11,11,51,.14649682,,.5,14,14,0,73,0,0,3,0,10,0,0,9,.19178082,,,5,5,0,45,0,0,1,0,1,0,0,6,.11111111,,,7,4,3,46,0,4,4,0,5,1,1,5,.15217391,,.75,26,23,3,141,0,3,8,0,6,3,3,17,.18439716,,1,17,14,3,103,0,6,5,0,3,0,0,7,.16504854,,.5
